Team,Position,Shirt number,Name,Minutes played,Games played,Full games played,Games started,Games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
CD Leganés,Midfielder,21,Rubén Pérez J.,2.471,31,25,27,6,7,1,0,0,0,0,31,8,41,225,32,42,29,0,120,91,50,42,0,40,33,0,0,1,13,6,3,0,11,8,0,0,0,0,0,0,0,0,4,0,71,303,211,92,1.347,1.113,231,3,0
CD Leganés,Midfielder,23,Vesga,2.075,26,15,23,11,3,0,0,1,0,0,22,4,39,155,25,32,18,0,88,132,49,25,0,24,30,0,0,2,6,11,3,1,19,13,1,0,0,0,0,1,0,0,33,0,50,294,220,74,785,717,67,1,1
CD Leganés,Midfielder,33,Javier Avilés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD Leganés,Forward,,Youssef En-Nesyri,2.104,31,13,22,18,7,0,0,9,0,1,28,3,8,71,23,8,8,0,77,136,147,112,17,40,36,0,0,3,14,64,24,2,27,36,8,1,5,2,0,2,0,1,34,1,16,472,213,259,465,439,26,0,2
CD Leganés,Forward,9,Carrillo,1.995,32,11,23,21,5,0,0,6,1,0,18,1,8,58,25,14,11,0,60,63,212,160,9,29,41,0,0,7,11,51,20,1,9,4,6,0,1,3,1,2,0,0,2,0,25,495,123,372,640,615,23,2,4
CD Leganés,Forward,16,Jose Arnáiz,108,6,0,0,6,0,0,0,0,0,0,0,0,2,5,1,1,0,0,8,11,4,1,0,4,1,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,2,0,1,24,19,5,30,29,1,0,0
CD Leganés,Forward,18,Sabin Merino,288,12,0,2,12,0,0,0,0,0,0,5,0,0,7,3,1,0,0,7,11,15,19,2,4,4,0,0,1,0,11,4,0,2,4,0,0,0,0,0,0,0,0,2,0,1,52,18,34,88,83,3,2,0
CD Leganés,Forward,20,Santos,552,16,0,5,16,4,0,0,1,0,0,8,1,1,20,1,5,7,0,26,35,13,24,16,11,19,0,0,0,7,14,6,3,3,7,1,0,0,0,0,1,0,0,7,0,12,98,61,37,94,91,3,0,0
CD Leganés,Forward,25,Braithwaite,1.407,19,8,16,11,5,0,0,4,0,0,19,0,3,45,4,3,2,0,37,59,30,50,14,16,24,1,0,2,7,26,8,5,17,16,4,0,2,1,0,1,0,0,2,0,6,176,96,80,241,229,9,3,2
D. Alavés,Goalkeeper,1,Pacheco,3.15,35,35,35,0,3,0,0,0,0,0,46,0,1,275,39,0,0,0,3,1,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,956,179,777,0,0
D. Alavés,Goalkeeper,13,Sivera,270,3,3,3,0,0,0,0,0,0,0,4,0,0,32,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,88,7,81,0,0
D. Alavés,Goalkeeper,31,Álex Domínguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Defender,2,Vigaray,646,8,6,7,2,1,0,0,0,0,0,14,1,6,24,20,8,7,0,22,21,13,10,0,4,8,0,0,0,3,1,0,0,3,3,0,0,0,0,0,0,0,0,16,2,15,66,43,23,154,125,29,0,0
D. Alavés,Defender,3,R. Duarte,2.775,33,28,33,5,10,1,0,0,0,0,41,12,57,148,110,35,37,1,136,76,52,45,1,61,35,0,0,0,15,19,8,0,5,5,0,0,0,0,0,0,0,0,75,5,72,309,212,97,920,675,245,0,0
D. Alavés,Defender,4,Ely,431,5,4,5,1,1,0,0,0,0,0,11,7,7,21,27,5,3,0,10,9,26,6,0,2,7,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,19,32,160,117,43,0,0
D. Alavés,Defender,5,Laguardia,3.24,36,36,36,0,12,0,0,1,0,1,44,19,55,147,224,33,13,2,59,35,80,73,2,14,26,0,1,0,16,16,4,2,0,0,1,0,0,0,0,1,0,1,1,0,46,247,94,153,1.267,899,367,1,1
D. Alavés,Defender,6,Maripán,2.008,23,21,22,2,5,0,0,2,0,0,26,19,40,89,130,26,20,1,55,30,97,38,1,9,16,0,1,0,6,11,4,2,2,2,2,0,0,1,0,1,0,0,0,0,46,220,85,135,708,523,183,2,2
D. Alavés,Defender,15,Ximo Navarro,2.533,31,26,28,5,7,0,0,2,0,0,35,11,47,150,129,35,22,1,105,50,49,42,0,37,18,0,1,1,6,7,3,2,15,6,2,0,1,0,0,1,0,0,43,0,57,246,155,91,823,683,140,0,2
D. Alavés,Defender,17,Adrián Marín,287,6,2,2,4,2,0,0,0,0,0,6,0,7,15,10,8,5,0,16,16,5,2,0,3,11,0,0,2,4,2,0,0,1,4,0,0,0,0,0,0,0,0,2,0,13,39,32,7,82,69,13,0,0
D. Alavés,Defender,21,Martín,2.034,27,18,23,9,5,0,0,0,0,0,30,11,26,116,62,29,16,0,97,62,20,28,0,28,24,0,0,1,9,1,0,0,25,14,0,0,0,0,0,0,0,0,42,0,45,207,159,48,720,598,122,0,0
D. Alavés,Midfielder,,Álex Blanco,14,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,6,6,0,0,0
D. Alavés,Midfielder,8,T. Pina,2.343,28,23,27,5,13,0,0,2,0,0,34,4,41,219,39,41,23,0,123,108,59,54,1,51,58,0,1,1,36,9,3,0,10,6,2,0,1,1,0,0,0,0,7,0,64,344,231,113,1.054,987,67,0,2
D. Alavés,Midfielder,11,Inui,1.211,20,3,15,17,0,0,0,2,0,0,13,0,5,68,3,8,5,0,62,55,4,8,1,28,13,0,0,1,0,18,9,0,21,12,2,0,1,1,0,0,0,0,32,5,13,129,117,12,347,315,26,6,2
D. Alavés,Midfielder,19,Manu,2.325,34,21,25,13,6,0,0,1,0,1,36,7,24,190,62,48,34,0,145,142,106,71,4,53,62,0,1,4,18,24,6,1,13,6,1,0,0,0,0,1,0,1,16,0,82,464,287,177,933,853,80,0,1
D. Alavés,Midfielder,20,Darko,1.581,24,10,17,14,5,0,0,0,0,0,22,4,13,109,18,16,16,0,59,67,31,31,0,15,34,0,0,1,10,3,1,1,12,4,0,0,0,0,0,0,0,0,12,3,32,188,126,62,619,573,45,1,0
D. Alavés,Midfielder,22,M. Wakaso,1.664,29,12,18,17,9,0,0,1,0,0,21,9,16,138,17,30,16,0,96,82,18,38,1,31,33,0,0,0,17,23,6,1,19,9,0,1,0,1,0,0,0,0,23,2,46,234,178,56,635,522,113,0,1
D. Alavés,Midfielder,23,Jony,2.982,36,17,34,19,3,0,0,5,0,0,37,0,23,186,9,13,8,0,113,196,5,28,13,31,34,0,0,0,5,47,23,10,61,76,3,2,4,0,0,0,2,0,212,96,22,342,309,33,778,634,136,8,3
D. Alavés,Midfielder,32,Paulino De la Fuente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Midfielder,34,Andrei Lupu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Forward,9,Rolan,507,15,0,5,15,1,0,0,0,0,0,10,0,4,41,7,8,5,0,45,42,9,10,0,17,10,0,0,1,3,8,2,0,15,10,0,0,0,0,0,0,0,0,9,1,13,106,87,19,166,159,7,0,0
D. Alavés,Forward,10,Guidetti,621,22,1,6,21,2,0,0,2,0,0,13,0,2,16,6,1,3,0,9,23,16,23,0,4,13,0,0,1,3,9,5,1,1,3,2,0,0,2,0,0,0,0,10,0,4,71,32,39,143,138,5,0,1
D. Alavés,Forward,12,Calleri,2.876,34,23,33,11,6,0,0,9,2,0,37,7,7,86,53,13,7,0,123,181,205,237,15,70,70,2,0,6,12,59,20,2,41,26,9,0,0,5,2,4,0,0,48,0,20,746,304,442,689,655,32,2,5
D. Alavés,Forward,14,Burgui,547,16,1,5,15,1,0,0,1,0,0,14,0,0,38,0,6,0,0,28,22,6,2,3,20,10,0,0,0,2,7,2,0,4,7,0,1,0,1,0,0,0,0,8,8,6,58,50,8,197,180,17,0,1
D. Alavés,Forward,18,Borja,1.449,27,3,18,24,4,0,0,5,0,0,25,5,4,40,10,7,9,0,33,81,49,102,12,13,41,0,0,2,7,30,10,1,5,4,5,0,2,2,0,1,0,0,5,0,16,265,114,151,314,304,10,0,3
D. Alavés,Forward,24,Twumasi,159,11,0,0,11,2,0,0,0,0,0,5,0,1,11,2,4,0,0,6,17,5,5,1,1,7,0,0,1,2,3,2,0,1,2,0,0,0,0,0,0,0,0,11,2,4,33,23,10,55,46,9,0,0
FC Barcelona,Goalkeeper,1,Ter Stegen,3.15,35,35,35,0,0,0,0,0,0,0,32,0,2,290,13,0,0,0,3,3,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,886,562,324,0,0
FC Barcelona,Goalkeeper,13,Cillessen,270,3,3,3,0,0,0,0,0,0,0,4,0,0,28,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,97,71,26,0,0
FC Barcelona,Goalkeeper,30,Iñaki Peña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Defender,,Jeison Murillo,202,3,2,2,1,0,0,0,0,0,0,2,0,2,6,11,3,1,0,7,6,7,7,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,13,14,142,121,21,0,0
FC Barcelona,Defender,2,N. Semedo,1.597,26,13,20,13,4,0,0,1,0,0,17,7,22,103,18,27,11,0,84,63,18,14,5,27,22,2,0,0,5,4,2,0,19,12,1,0,1,0,0,0,0,0,17,0,38,179,147,32,1.076,1.028,48,0,1
FC Barcelona,Defender,3,Piqué,3.15,35,35,35,0,6,0,0,4,0,0,30,27,36,277,148,27,15,0,73,46,118,43,2,21,24,1,0,2,9,17,10,2,12,2,4,0,1,0,0,3,0,0,0,0,42,280,119,161,2.39,2.161,229,0,4
FC Barcelona,Defender,6,Todibo,158,2,1,2,1,2,0,0,0,0,0,1,0,3,13,7,2,5,0,10,10,2,2,0,0,4,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,7,24,20,4,118,113,4,1,0
FC Barcelona,Defender,15,Clement Lenglet,1.935,23,19,22,4,8,1,0,1,0,1,19,20,21,106,68,29,18,0,67,45,44,34,1,14,30,0,0,0,17,5,2,0,6,0,1,0,0,0,0,1,0,1,0,0,47,190,112,78,1.145,1.015,127,3,1
FC Barcelona,Defender,18,Jordi Alba,2.988,36,32,32,4,6,0,0,2,0,0,30,6,60,208,56,22,20,0,74,79,18,37,9,19,25,1,0,2,5,9,5,8,15,6,2,0,1,1,0,0,0,0,52,1,42,208,153,55,2.36,2.216,135,9,2
FC Barcelona,Defender,20,S. Roberto,2.088,29,19,23,10,3,0,0,0,0,0,26,3,43,102,25,20,8,1,76,58,28,28,0,33,18,0,1,0,4,9,1,7,15,12,0,0,0,0,0,0,0,0,27,0,28,190,134,56,1.622,1.563,53,6,0
FC Barcelona,Defender,23,Umtiti,1.19,14,12,13,2,4,0,0,0,0,0,16,8,19,82,27,5,3,0,27,20,12,11,2,16,13,0,0,0,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,8,70,47,23,888,845,43,0,0
FC Barcelona,Defender,24,Vermaelen,587,9,5,7,4,2,0,0,0,0,0,8,2,6,29,20,4,2,0,10,11,13,11,0,4,10,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,45,21,24,364,344,20,0,0
FC Barcelona,Defender,33,Juan Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Defender,38,Guillem Jaime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Midfielder,4,I. Rakitić,2.643,34,24,29,10,5,1,1,3,0,0,25,8,51,215,26,24,6,0,101,83,37,20,3,53,27,0,0,3,8,31,11,5,18,11,3,0,0,3,0,0,0,0,18,7,30,241,184,57,2.535,2.326,202,7,2
FC Barcelona,Midfielder,5,Sergio,2.719,35,20,30,15,10,0,0,0,0,0,26,8,54,194,20,60,31,0,151,113,52,53,0,54,38,0,0,2,13,6,0,1,9,6,0,0,0,0,0,0,0,0,2,0,91,369,264,105,2.394,2.199,190,5,0
FC Barcelona,Midfielder,7,Coutinho,2.022,34,8,22,26,2,0,0,5,0,0,19,2,12,81,3,11,5,0,111,118,7,19,8,45,19,1,0,1,1,47,32,2,51,39,4,1,1,4,0,0,0,0,13,65,16,255,229,26,1.388,1.328,51,9,3
FC Barcelona,Midfielder,8,Arthur,1.439,27,0,19,27,2,0,0,0,0,0,15,0,9,109,8,10,5,0,65,36,3,7,0,40,11,0,0,0,3,4,4,1,10,7,0,0,0,0,0,0,0,0,3,4,15,111,101,10,1.28,1.208,66,6,0
FC Barcelona,Midfielder,12,Rafinha,225,5,0,3,5,1,0,0,0,0,0,4,1,1,8,2,6,2,0,16,13,3,3,0,8,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,35,29,6,145,138,6,1,0
FC Barcelona,Midfielder,21,Aleñá,631,17,1,6,16,2,0,0,2,0,0,8,0,2,38,0,4,3,0,33,35,5,4,1,14,9,0,0,0,4,8,3,0,12,6,2,0,2,0,0,0,0,0,2,1,7,77,68,9,573,534,36,3,2
FC Barcelona,Midfielder,22,Vidal,1.927,33,11,22,22,7,0,0,3,0,0,22,5,29,121,20,44,34,0,115,106,39,34,0,32,58,0,0,6,13,20,9,7,5,3,3,0,0,2,0,1,0,0,6,0,78,294,221,73,1.499,1.406,88,5,2
FC Barcelona,Forward,9,Suárez,2.827,33,27,31,6,5,0,0,21,4,0,29,4,8,69,23,11,7,0,109,139,24,11,27,57,31,3,0,4,9,93,58,6,36,54,18,3,4,16,4,1,0,0,21,0,18,283,248,35,956,881,63,12,6
FC Barcelona,Forward,10,Messi,2.71,3.4,2.8,2.9,6,3,0,0,-36,4,0,25,0,3,69,0,7,5,0,211,198,7,10,17,66,22,0,0,6,4,140,87,13,133,90,-27,9,32,4,4,0,6,0,52,62,12,426,409,17,1.83,1.606,,,9
FC Barcelona,Forward,11,O. Dembélé,1.671,29,2,20,27,1,0,0,8,0,0,13,0,5,64,2,15,8,0,112,119,8,10,9,22,22,0,0,1,1,33,17,5,67,43,8,0,5,3,0,0,0,0,57,54,23,249,231,18,910,867,34,9,6

FC Barcelona,Forward,14,Malcom,608,15,3,6,12,0,0,0,1,0,0,10,0,1,24,1,2,1,0,23,17,4,11,8,9,5,0,0,0,0,10,6,2,11,5,1,0,0,0,0,1,0,0,10,8,3,55,40,15,305,300,5,0,1

FC Barcelona,Forward,19,Kevin-Prince Boateng,240,3,2,3,1,1,0,0,0,0,0,2,0,1,5,4,2,1,0,11,15,4,6,3,9,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,36,26,10,60,59,1,0,0

Getafe CF,Goalkeeper,1,Chichizola,90,1,1,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,4,20,0,0
Getafe CF,Goalkeeper,13,David Soria,3.33,37,37,37,0,0,0,0,0,0,0,34,0,1,366,45,0,1,1,4,1,10,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,17,5,12,1.037,49,988,0,0
Getafe CF,Goalkeeper,25,R. Yáñez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getafe CF,Defender,2,Djené,2.98,34,28,34,6,10,2,1,0,0,0,31,11,74,265,150,34,20,0,98,72,89,77,0,30,51,1,3,4,26,9,1,0,16,3,0,0,0,0,0,0,0,0,8,0,54,336,170,166,974,729,245,0,0
Getafe CF,Defender,3,Antunes,2.182,28,21,25,7,5,0,0,1,0,0,21,7,43,151,58,26,15,0,81,77,23,37,1,20,37,0,0,3,10,23,6,3,22,12,0,1,1,0,0,0,0,0,108,46,41,218,158,60,789,548,241,0,1
Getafe CF,Defender,4,Bruno,1.697,23,17,18,6,5,1,1,0,0,0,15,6,22,89,110,10,13,0,38,33,52,45,0,13,24,0,1,1,11,5,1,1,3,0,0,0,0,0,0,0,0,0,5,0,23,168,71,97,500,389,111,0,0
Getafe CF,Defender,6,Cabrera,2.793,32,30,31,2,9,1,1,2,0,1,33,16,52,137,214,26,22,0,63,53,159,71,2,14,35,0,0,1,18,18,7,0,2,3,2,0,0,0,0,2,0,1,29,0,48,346,116,230,960,563,397,0,2
Getafe CF,Defender,17,Olivera,1.01,14,6,12,8,4,1,1,0,0,0,10,2,10,66,18,17,7,0,56,49,43,49,1,23,15,0,0,0,10,3,3,1,10,13,0,0,0,0,0,0,0,0,18,0,24,197,105,92,315,281,33,1,0
Getafe CF,Defender,21,Miquel,317,7,3,4,4,1,0,0,0,0,0,1,4,5,21,24,0,1,0,4,7,7,7,0,1,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,25,11,14,91,53,37,1,0
Getafe CF,Defender,22,Damián Suárez,3.24,36,36,36,0,12,0,0,0,0,0,34,6,46,246,51,62,34,0,171,165,33,41,2,55,57,0,0,2,21,9,1,3,22,21,0,0,0,0,0,0,0,0,127,84,96,410,336,74,1.323,968,354,1,0
Getafe CF,Defender,24,Foulquier,1.809,25,11,23,14,7,0,0,3,0,0,19,2,20,104,29,12,17,0,78,124,26,59,2,25,49,0,0,0,14,9,4,2,26,30,3,0,1,1,0,1,0,0,26,0,29,287,202,85,398,347,51,0,2
Getafe CF,Defender,29,Miguel Ángel Rubio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getafe CF,Midfielder,5,M. Bergara,50,3,0,0,3,0,0,0,0,0,0,2,0,1,5,2,2,0,0,2,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,5,4,17,16,1,0,0
Getafe CF,Midfielder,8,Portillo,1.991,32,10,19,22,3,1,0,1,0,0,23,0,17,132,3,16,10,0,99,129,6,35,2,36,30,0,0,3,4,7,5,4,39,34,1,0,1,0,0,0,0,0,37,10,26,269,228,41,749,690,48,11,1
Getafe CF,Midfielder,10,Gaku,389,7,2,5,5,0,0,0,0,0,0,6,0,3,32,4,3,4,0,13,22,5,4,0,3,6,0,0,0,0,4,1,0,4,3,0,0,0,0,0,0,0,0,16,5,7,44,35,9,116,103,11,2,0
Getafe CF,Midfielder,11,Samu Sáiz,299,10,0,2,10,2,0,0,1,0,0,4,0,0,19,2,3,1,0,22,15,2,9,1,3,3,0,0,1,1,6,4,0,15,9,1,0,0,1,0,0,0,0,4,6,4,48,37,11,132,115,17,0,1
Getafe CF,Midfielder,15,S. Cristóforo,442,15,2,4,13,3,0,0,0,0,0,1,0,9,27,5,8,8,0,34,32,9,18,0,17,13,1,0,1,7,1,1,2,3,7,0,0,0,0,0,0,0,0,5,3,16,93,66,27,143,119,24,0,0
Getafe CF,Midfielder,16,Mathieu Flamini,449,10,2,4,8,5,0,0,0,0,0,8,1,5,28,4,4,5,0,15,17,15,7,0,6,15,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,54,32,22,135,121,14,0,0
Getafe CF,Midfielder,18,Arambarri,2.685,33,20,32,13,8,0,0,1,0,1,25,9,30,166,33,32,26,0,146,153,56,46,1,57,65,1,1,4,23,23,9,2,34,16,0,1,0,1,0,0,0,1,22,2,58,401,299,102,739,548,189,2,1
Getafe CF,Midfielder,20,Maksimovic,3.211,36,34,36,2,5,0,0,1,0,0,33,15,71,166,29,45,32,0,98,87,83,82,1,11,19,0,1,1,4,24,7,0,10,10,1,0,0,0,0,1,0,0,4,0,77,350,185,165,769,698,71,0,1
Getafe CF,Midfielder,27,Hugo Duro,414,11,1,5,10,0,0,0,0,0,0,5,1,3,18,3,4,2,0,26,19,10,12,0,17,9,1,0,0,0,4,1,0,5,6,0,0,0,0,0,0,0,0,4,1,6,67,45,22,59,59,0,0,0
Getafe CF,Forward,7,Mata,2.436,34,16,27,18,10,0,0,14,4,0,24,0,17,100,27,21,9,0,91,137,99,116,30,52,79,0,0,12,26,49,25,6,12,22,14,0,0,14,4,0,0,0,55,0,30,443,228,215,649,609,38,2,8
Getafe CF,Forward,9,Ángel ,1.82,37,3,20,34,4,0,0,8,0,0,16,1,8,59,8,7,9,0,57,99,31,68,35,35,42,0,1,8,7,50,21,3,11,15,7,1,2,6,0,0,0,0,27,0,16,255,156,99,317,286,27,4,5
Getafe CF,Forward,19,Jorge Molina,2.647,38,16,28,22,2,0,0,14,2,0,27,0,7,98,25,9,3,0,89,134,93,163,21,45,47,0,0,6,6,39,24,5,34,34,11,3,5,9,2,0,0,0,17,0,12,479,223,256,735,701,20,14,10
Girona FC,Goalkeeper,,J. Suárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Goalkeeper,1,Iraizoz,558,7,6,6,1,0,0,0,0,0,0,10,0,1,64,10,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,187,60,127,0,0
Girona FC,Goalkeeper,13,Bono,2.862,32,31,32,1,2,0,0,0,0,1,43,0,1,263,15,0,0,0,4,3,5,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,7,5,849,311,538,0,0
Girona FC,Defender,2,Bernardo,2.729,31,29,31,2,2,2,2,1,0,0,43,31,41,128,194,14,6,0,29,38,131,71,3,6,33,0,1,1,14,15,7,1,3,0,1,0,0,0,0,1,0,0,0,0,20,269,67,202,1.392,1.209,183,0,1
Girona FC,Defender,3,Johan Mojica,19,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,6,3,3,0,0
Girona FC,Defender,4,Ramalho,1.619,22,13,18,9,4,0,0,1,0,1,21,11,16,83,73,6,7,0,26,34,28,25,0,11,15,0,2,1,5,5,2,0,4,7,1,0,0,0,0,1,0,1,30,0,13,113,60,53,716,624,92,0,1
Girona FC,Defender,5,Alcalá,1.868,25,18,20,7,9,0,0,1,0,0,32,18,36,106,120,23,9,1,45,33,88,48,2,13,21,0,0,0,13,12,3,1,4,1,1,0,0,0,0,1,0,0,3,0,32,214,78,136,863,704,159,0,1
Girona FC,Defender,11,Aday Benítez,647,10,4,8,6,2,0,0,0,0,0,10,0,7,24,15,8,1,0,22,10,3,6,0,8,6,0,1,3,3,5,3,2,6,3,0,0,0,0,0,0,0,0,46,9,9,41,32,9,219,188,31,0,0
Girona FC,Defender,14,Raúl C.,1.234,15,10,14,5,2,0,0,0,0,0,19,6,18,68,55,18,11,0,53,33,23,18,1,14,15,0,0,0,6,4,1,1,10,4,0,0,0,0,0,0,0,0,64,2,30,127,86,41,424,354,70,0,0
Girona FC,Defender,15,Juanpe,2.769,33,29,31,4,8,0,0,0,0,0,44,15,57,140,131,26,22,0,66,56,108,61,2,10,38,0,1,0,15,18,6,0,10,2,0,0,0,0,0,0,0,0,4,0,48,291,122,169,1.548,1.299,249,0,0
Girona FC,Defender,20,Muniesa,1.403,19,13,15,6,6,0,0,0,0,0,24,6,37,93,40,34,15,0,78,40,31,30,0,20,21,0,1,0,10,6,1,0,11,1,0,0,0,0,0,0,0,0,17,0,49,179,118,61,765,659,104,2,0
Girona FC,Defender,21,Planas,418,7,2,4,5,3,0,0,0,0,0,3,0,4,25,12,6,6,0,15,14,6,8,0,2,5,0,0,0,4,1,0,1,1,2,0,0,0,0,0,0,0,0,14,0,12,43,29,14,184,160,24,0,0
Girona FC,Defender,28,Èric Montes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Midfielder,,Kevin Soni,78,5,0,1,5,1,0,0,0,0,0,2,0,1,7,0,2,1,0,11,17,2,3,0,2,6,0,0,0,4,3,1,0,6,4,0,0,0,0,0,0,0,0,2,0,3,33,28,5,22,21,1,0,0
Girona FC,Midfielder,,Paik,58,3,0,0,3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,4,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,3,20,17,3,0,0
Girona FC,Midfielder,,Yhoan Andzouana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Midfielder,6,Granell,2.392,32,20,26,12,5,0,0,0,0,0,40,5,35,164,31,28,36,0,130,118,33,32,1,48,33,0,0,1,8,33,7,4,21,10,0,0,0,0,0,0,0,0,112,66,64,313,248,65,1.306,1.069,234,3,0
Girona FC,Midfielder,8,Pere Pons,2.796,34,25,32,9,4,0,0,1,0,0,42,12,35,178,35,46,37,0,156,179,51,70,0,49,70,0,1,5,12,17,7,2,27,26,1,0,0,1,0,0,0,0,11,0,83,456,335,121,1.184,1.1,81,3,1
Girona FC,Midfielder,10,Borja García,2.636,33,19,30,14,0,1,0,1,0,0,38,2,38,206,14,27,12,0,176,112,23,34,4,103,19,0,0,3,1,24,14,3,37,24,1,0,0,1,0,0,0,0,37,8,39,345,288,57,1.288,1.132,135,21,1
